<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.02.26	09:30:00	5180.915	5189.412	5179.151	5186.245	3216	0	240
2026.02.26	10:00:00	5186.379	5189.958	5178.673	5179.261	2850	0	240
2026.02.26	10:30:00	5179.074	5179.403	5165.732	5171.391	4351	0	240
2026.02.26	11:00:00	5171.308	5178.098	5169.092	5171.886	3562	0	240
2026.02.26	11:30:00	5171.864	5175.064	5161.054	5164.536	3311	0	240
2026.02.26	12:00:00	5164.613	5180.175	5157.782	5178.500	4728	0	240
2026.02.26	12:30:00	5178.449	5187.753	5177.603	5183.826	3395	0	240
2026.02.26	13:00:00	5183.926	5185.470	5168.223	5174.909	6478	0	240
2026.02.26	13:30:00	5174.525	5177.338	5164.207	5166.111	5291	0	240
2026.02.26	14:00:00	5166.037	5172.492	5160.085	5170.120	5241	0	240
2026.02.26	14:30:00	5170.046	5176.179	5139.654	5164.807	18326	0	240
2026.02.26	15:00:00	5164.616	5172.082	5130.470	5141.634	15663	0	240
2026.02.26	15:30:00	5141.360	5192.714	5140.480	5185.319	12397	0	240
2026.02.26	16:00:00	5185.705	5187.043	5172.851	5180.324	7807	0	240
2026.02.26	16:30:00	5180.242	5186.208	5175.238	5179.658	6504	0	240
2026.02.26	17:00:00	5179.715	5190.341	5173.419	5174.336	5461	0	240
2026.02.26	17:30:00	5174.412	5177.681	5161.839	5167.047	6397	0	240
2026.02.26	18:00:00	5167.189	5178.110	5163.588	5176.969	5633	0	240
2026.02.26	18:30:00	5177.037	5185.755	5160.505	5180.461	6361	0	240
2026.02.26	19:00:00	5180.539	5189.010	5179.464	5185.390	3834	0	240
2026.02.26	19:30:00	5185.465	5193.926	5183.207	5187.105	3754	0	240
2026.02.26	20:00:00	5187.023	5197.924	5186.819	5193.780	3474	0	240
2026.02.26	20:30:00	5193.639	5200.773	5189.268	5196.183	4026	0	240
2026.02.26	21:00:00	5196.562	5200.443	5184.849	5185.927	2867	0	240
2026.02.26	21:30:00	5186.021	5191.198	5183.028	5184.920	2108	0	240
2026.02.26	23:00:00	5187.994	5188.185	5175.432	5183.662	2851	0	240
2026.02.26	23:30:00	5183.777	5189.061	5181.552	5184.462	2459	0	240
2026.02.27	00:00:00	5184.431	5194.904	5178.898	5188.074	3785	0	240
2026.02.27	00:30:00	5188.149	5189.757	5169.971	5174.668	4959	0	240
2026.02.27	01:00:00	5174.763	5179.823	5166.790	5174.841	6492	0	240
2026.02.27	01:30:00	5174.534	5194.155	5172.847	5193.830	4841	0	240
2026.02.27	02:00:00	5193.906	5199.706	5183.683	5184.213	4675	0	240
2026.02.27	02:30:00	5184.306	5186.271	5173.365	5183.356	5478	0	240
2026.02.27	03:00:00	5183.267	5188.117	5180.966	5186.559	3682	0	240
2026.02.27	03:30:00	5186.644	5190.350	5183.494	5184.068	2851	0	240
2026.02.27	04:00:00	5183.952	5188.750	5181.715	5186.875	2250	0	240
2026.02.27	04:30:00	5187.137	5188.546	5180.643	5181.703	2103	0	240
2026.02.27	05:00:00	5181.675	5194.563	5181.286	5194.503	2371	0	240
2026.02.27	05:30:00	5194.429	5200.457	5190.236	5197.552	4040	0	240
2026.02.27	06:00:00	5197.749	5199.031	5192.337	5193.433	3705	0	240
2026.02.27	06:30:00	5193.426	5196.232	5184.921	5185.706	3968	0	240
2026.02.27	07:00:00	5185.628	5189.799	5177.274	5178.693	4693	0	240
2026.02.27	07:30:00	5178.741	5182.793	5175.482	5176.095	3454	0	240
2026.02.27	08:00:00	5175.890	5182.088	5174.054	5177.701	3604	0	240
2026.02.27	08:30:00	5177.623	5182.247	5176.581	5178.807	2938	0	240
2026.02.27	09:00:00	5178.921	5182.205	5175.046	5179.070	2929	0	240
2026.02.27	09:30:00	5179.010	5182.480	5172.213	5175.758	3378	0	240
2026.02.27	10:00:00	5175.833	5180.946	5168.530	5173.511	3546	0	240
2026.02.27	10:30:00	5173.419	5178.547	5169.122	5177.663	3016	0	240
2026.02.27	11:00:00	5177.338	5178.648	5172.499	5177.552	2489	0	240
2026.02.27	11:30:00	5177.750	5185.375	5176.538	5185.375	2451	0	240
2026.02.27	12:00:00	5185.450	5190.329	5184.996	5186.516	3463	0	240
2026.02.27	12:30:00	5186.891	5188.691	5182.884	5187.450	3253	0	240
2026.02.27	13:00:00	5187.711	5240.511	5186.819	5234.832	10169	0	240
2026.02.27	13:30:00	5235.027	5235.792	5207.571	5223.198	10587	0	264
2026.02.27	14:00:00	5223.124	5236.092	5217.189	5231.208	7145	0	264
2026.02.27	14:30:00	5231.440	5233.872	5213.749	5223.762	13342	0	360
2026.02.27	15:00:00	5223.838	5240.051	5214.954	5231.254	10562	0	264
2026.02.27	15:30:00	5231.178	5246.413	5226.977	5239.439	7429	0	240
2026.02.27	16:00:00	5239.518	5257.687	5221.887	5234.340	10125	0	360
2026.02.27	16:30:00	5234.116	5238.289	5228.636	5229.185	8065	0	360
2026.02.27	17:00:00	5229.279	5235.798	5223.401	5228.873	6453	0	240
2026.02.27	17:30:00	5228.773	5236.913	5220.583	5234.421	6622	0	240
2026.02.27	18:00:00	5234.496	5238.294	5222.637	5230.256	5621	0	264
2026.02.27	18:30:00	5230.342	5246.935	5226.674	5245.069	4958	0	240
2026.02.27	19:00:00	5245.054	5252.254	5240.189	5247.729	4168	0	240
2026.02.27	19:30:00	5247.807	5251.315	5243.573	5250.080	3779	0	240
2026.02.27	20:00:00	5250.155	5262.223	5248.606	5256.786	3625	0	240
2026.02.27	20:30:00	5256.879	5265.515	5254.657	5263.092	4861	0	360
2026.02.27	21:00:00	5263.237	5263.935	5257.036	5262.263	2655	0	360
2026.02.27	21:30:00	5262.065	5281.263	5260.495	5279.022	4204	0	360
2026.03.01	23:00:00	5319.272	5358.704	5314.681	5355.495	7374	0	360
2026.03.01	23:30:00	5355.421	5393.363	5353.651	5386.916	8843	0	360
2026.03.02	00:00:00	5386.716	5388.172	5349.007	5364.553	13686	0	360
2026.03.02	00:30:00	5364.800	5373.387	5340.955	5347.326	9479	0	360
2026.03.02	01:00:00	5347.392	5347.392	5303.089	5307.831	23233	0	360
2026.03.02	01:30:00	5307.613	5339.061	5305.230	5324.969	14564	0	360
2026.03.02	02:00:00	5324.835	5336.037	5316.853	5331.263	8875	0	360
2026.03.02	02:30:00	5331.168	5351.991	5328.605	5346.134	7448	0	360
2026.03.02	03:00:00	5346.298	5359.455	5344.400	5355.702	5903	0	360
2026.03.02	03:30:00	5355.731	5366.656	5353.827	5366.285	4182	0	360
2026.03.02	04:00:00	5366.290	5367.141	5355.623	5363.146	4213	0	360
2026.03.02	04:30:00	5363.378	5364.443	5345.199	5356.029	4604	0	360
2026.03.02	05:00:00	5356.082	5356.082	5340.654	5350.593	4629	0	360
2026.03.02	05:30:00	5350.675	5366.238	5348.753	5365.943	5213	0	360
2026.03.02	06:00:00	5365.865	5382.025	5363.589	5380.618	5231	0	360
2026.03.02	06:30:00	5380.705	5389.660	5374.294	5387.439	6288	0	360
2026.03.02	07:00:00	5387.686	5419.139	5385.014	5408.568	8195	0	360
2026.03.02	07:30:00	5408.461	5414.129	5401.742	5407.789	6662	0	360
2026.03.02	08:00:00	5407.709	5415.987	5402.280	5415.320	7523	0	360
2026.03.02	08:30:00	5415.311	5416.672	5391.132	5393.835	6076	0	360
2026.03.02	09:00:00	5394.009	5399.876	5385.712	5394.428	6221	0	360
2026.03.02	09:30:00	5394.394	5402.802	5387.048	5391.936	4809	0	360
2026.03.02	10:00:00	5392.209	5394.370	5378.983	5389.995	5812	0	360
2026.03.02	10:30:00	5389.742	5400.718	5381.595	5389.037	5599	0	360
2026.03.02	11:00:00	5389.116	5397.032	5382.045	5390.466	4424	0	360
2026.03.02	11:30:00	5390.383	5399.668	5375.109	5385.110	5719	0	360
2026.03.02	12:00:00	5385.166	5398.064	5378.820	5393.709	5696	0	360
2026.03.02	12:30:00	5393.991	5398.660	5385.255	5396.794	4618	0	360
2026.03.02	13:00:00	5396.873	5410.204	5381.856	5401.693	12075	0	360
2026.03.02	13:30:00	5401.770	5416.475	5389.063	5394.026	9875	0	360
2026.03.02	14:00:00	5393.942	5395.238	5306.930	5333.220	21846	0	360
2026.03.02	14:30:00	5333.134	5355.661	5306.320	5333.620	29500	0	360
2026.03.02	15:00:00	5333.288	5346.621	5310.723	5331.091	20309	0	360
2026.03.02	15:30:00	5331.010	5348.806	5308.226	5316.053	14090	0	360
2026.03.02	16:00:00	5315.968	5315.968	5260.224	5309.582	26740	0	360
2026.03.02	16:30:00	5309.958	5311.764	5282.342	5290.232	16120	0	360
2026.03.02	17:00:00	5290.325	5312.101	5286.686	5304.546	12030	0	360
2026.03.02	17:30:00	5304.628	5320.642	5297.911	5306.382	8343	0	360
2026.03.02	18:00:00	5306.570	5307.952	5289.375	5297.539	8036	0	360
2026.03.02	18:30:00	5297.563	5316.531	5291.052	5315.279	5331	0	360
2026.03.02	19:00:00	5315.294	5333.019	5313.755	5330.603	5681	0	360
2026.03.02	19:30:00	5330.704	5334.016	5322.990	5330.516	4194	0	360
2026.03.02	20:00:00	5330.605	5346.205	5328.225	5333.586	10069	0	360
2026.03.02	20:30:00	5333.670	5344.710	5330.856	5332.490	7604	0	360
2026.03.02	21:00:00	5332.586	5340.356	5330.974	5332.423	3865	0	360
2026.03.02	21:30:00	5332.423	5332.602	5321.635	5322.103	3362	0	360
2026.03.02	23:00:00	5332.799	5346.940	5329.301	5336.415	3015	0	360
2026.03.02	23:30:00	5336.711	5346.418	5330.222	5345.688	2476	0	360
2026.03.03	00:00:00	5345.693	5358.892	5337.019	5357.702	4234	0	360
2026.03.03	00:30:00	5357.822	5361.987	5345.977	5350.306	4741	0	360
2026.03.03	01:00:00	5350.268	5379.802	5346.753	5377.305	7596	0	360
2026.03.03	01:30:00	5377.094	5378.449	5337.943	5339.126	11115	0	360
2026.03.03	02:00:00	5339.198	5359.430	5332.727	5358.685	9719	0	360
2026.03.03	02:30:00	5358.768	5368.071	5355.407	5367.011	6471	0	360
2026.03.03	03:00:00	5367.115	5373.608	5363.779	5367.417	4839	0	360
2026.03.03	03:30:00	5367.038	5370.718	5358.809	5367.170	3343	0	360
2026.03.03	04:00:00	5367.330	5375.494	5359.267	5371.998	3626	0	360
2026.03.03	04:30:00	5372.055	5375.550	5360.702	5361.165	4070	0	360
2026.03.03	05:00:00	5361.059	5366.926	5352.938	5358.737	5072	0	360
2026.03.03	05:30:00	5358.610	5359.363	5304.905	5318.982	12887	0	360
2026.03.03	06:00:00	5319.218	5323.052	5279.028	5316.486	13429	0	360
2026.03.03	06:30:00	5316.405	5319.273	5290.880	5310.501	10063	0	360
2026.03.03	07:00:00	5310.133	5320.061	5305.997	5313.476	6435	0	360
2026.03.03	07:30:00	5313.568	5331.194	5313.568	5327.461	5815	0	360
2026.03.03	08:00:00	5327.358	5335.675	5310.583	5312.233	6572	0	360
2026.03.03	08:30:00	5312.335	5313.426	5290.025	5295.418	8102	0	360
2026.03.03	09:00:00	5295.607	5303.517	5225.943	5242.256	15408	0	360
2026.03.03	09:30:00	5242.422	5280.884	5240.497	5274.747	14324	0	360
2026.03.03	10:00:00	5274.665	5287.929	5265.717	5276.722	7433	0	360
2026.03.03	10:30:00	5276.825	5276.825	5237.926	5248.377	15053	0	360
2026.03.03	11:00:00	5248.165	5263.941	5112.982	5126.770	35917	0	360
2026.03.03	11:30:00	5126.679	5157.510	5073.212	5144.538	39039	0	360
2026.03.03	12:00:00	5144.628	5208.515	5138.169	5204.206	20954	0	360
2026.03.03	12:30:00	5204.115	5226.543	5188.623	5224.340	13970	0	360
2026.03.03	13:00:00	5224.452	5224.452	5146.075	5177.888	32078	0	240
2026.03.03	13:30:00	5177.681	5186.027	5127.152	5156.412	18876	0	240
2026.03.03	14:00:00	5156.315	5175.441	5124.955	5145.738	19369	0	240
2026.03.03	14:30:00	5145.661	5145.661	5015.763	5038.531	56622	0	360
2026.03.03	15:00:00	5038.439	5070.334	4995.769	5043.776	44395	0	240
2026.03.03	15:30:00	5043.683	5096.951	5037.032	5095.250	26957	0	240
2026.03.03	16:00:00	5095.172	5125.980	5090.315	5112.405	21950	0	240
2026.03.03	16:30:00	5112.598	5134.751	5098.043	5106.531	21840	0	240
2026.03.03	17:00:00	5106.874	5109.670	5080.790	5083.514	18128	0	240
2026.03.03	17:30:00	5083.368	5086.132	5065.156	5078.931	15961	0	240
2026.03.03	18:00:00	5078.827	5117.337	5078.717	5112.345	14057	0	240
2026.03.03	18:30:00	5112.266	5138.314	5106.873	5136.081	12054	0	240
2026.03.03	19:00:00	5135.967	5149.025	5102.051	5106.733	11647	0	240
2026.03.03	19:30:00	5106.870	5128.465	5099.095	5113.296	13643	0	240
2026.03.03	20:00:00	5113.266	5130.501	5112.115	5123.020	11082	0	240
2026.03.03	20:30:00	5122.829	5126.322	5085.938	5097.324	12248	0	240
2026.03.03	21:00:00	5097.477	5110.311	5088.926	5089.393	10209	0	240
2026.03.03	21:30:00	5089.554	5096.425	5083.103	5090.364	4415	0	240
2026.03.03	23:00:00	5110.940	5127.995	5084.643	5126.356	5791	0	360
2026.03.03	23:30:00	5126.490	5129.696	5116.304	5125.056	3798	0	360
2026.03.04	00:00:00	5125.088	5128.764	5105.756	5125.028	7649	0	240
2026.03.04	00:30:00	5125.020	5140.408	5122.401	5138.436	6119	0	240
2026.03.04	01:00:00	5138.368	5164.359	5138.277	5147.060	13904	0	240
2026.03.04	01:30:00	5146.980	5178.567	5142.309	5174.636	13036	0	240
2026.03.04	02:00:00	5174.556	5190.854	5168.308	5177.733	8347	0	240
2026.03.04	02:30:00	5177.859	5180.959	5153.671	5155.969	9422	0	240
2026.03.04	03:00:00	5156.369	5168.034	5140.828	5162.298	8152	0	240
2026.03.04	03:30:00	5162.234	5177.572	5153.751	5174.323	7356	0	240
2026.03.04	04:00:00	5174.391	5180.784	5162.943	5167.884	5035	0	240
2026.03.04	04:30:00	5167.968	5170.673	5152.011	5156.750	6023	0	240
2026.03.04	05:00:00	5156.837	5166.303	5152.097	5156.710	6044	0	240
2026.03.04	05:30:00	5156.549	5167.844	5154.070	5159.979	7619	0	240
2026.03.04	06:00:00	5159.893	5159.893	5121.464	5134.200	10566	0	240
2026.03.04	06:30:00	5134.388	5160.838	5132.484	5160.555	7598	0	240
2026.03.04	07:00:00	5160.451	5175.972	5158.242	5167.532	7218	0	240
2026.03.04	07:30:00	5167.517	5175.808	5163.531	5168.182	4225	0	240
2026.03.04	08:00:00	5168.253	5172.085	5147.285	5162.779	7914	0	240
2026.03.04	08:30:00	5162.915	5182.155	5161.639	5167.427	6049	0	240
2026.03.04	09:00:00	5167.301	5178.347	5159.317	5170.889	6749	0	240
2026.03.04	09:30:00	5170.802	5185.143	5168.849	5182.280	4962	0	240
2026.03.04	10:00:00	5182.268	5202.159	5182.255	5188.216	7920	0	240
2026.03.04	10:30:00	5188.301	5193.568	5179.497	5189.894	5524	0	240
2026.03.04	11:00:00	5189.817	5197.656	5187.642	5194.697	3950	0	240
2026.03.04	11:30:00	5194.875	5200.739	5187.356	5192.002	4238	0	240
2026.03.04	12:00:00	5191.948	5205.974	5174.002	5178.068	7480	0	240
2026.03.04	12:30:00	5178.417	5178.507	5156.206	5171.175	10250	0	240
2026.03.04	13:00:00	5171.012	5196.086	5170.811	5192.342	8926	0	240
2026.03.04	13:30:00	5192.253	5192.836	5167.574	5168.001	8892	0	240
2026.03.04	14:00:00	5168.054	5180.613	5159.777	5166.079	10668	0	240
2026.03.04	14:30:00	5166.001	5185.069	5138.560	5146.793	26130	0	240
2026.03.04	15:00:00	5147.114	5162.538	5130.921	5156.244	23120	0	360
2026.03.04	15:30:00	5156.244	5167.065	5133.041	5151.399	12286	0	360
2026.03.04	16:00:00	5151.515	5162.470	5138.203	5145.963	11276	0	240
2026.03.04	16:30:00	5146.015	5159.020	5142.628	5149.719	8811	0	240
2026.03.04	17:00:00	5149.568	5152.882	5120.151	5133.636	8465	0	240
2026.03.04	17:30:00	5133.717	5147.312	5128.188	5140.832	7790	0	240
2026.03.04	18:00:00	5141.001	5143.213	5110.986	5124.004	10192	0	240
2026.03.04	18:30:00	5123.880	5134.859	5108.620	5134.056	6042	0	240
2026.03.04	19:00:00	5133.975	5136.603	5124.408	5124.787	4193	0	240
2026.03.04	19:30:00	5124.766	5139.446	5123.452	5137.730	6125	0	240
2026.03.04	20:00:00	5137.653	5138.701	5123.450	5137.181	30016	0	240
2026.03.04	20:30:00	5137.280	5146.901	5132.709	5134.838	5508	0	240
2026.03.04	21:00:00	5134.619	5143.977	5133.830	5140.975	3048	0	240
2026.03.04	21:30:00	5141.151	5142.156	5129.428	5139.198	2436	0	240
2026.03.04	23:00:00	5149.234	5156.323	5144.714	5154.222	2468	0	360
2026.03.04	23:30:00	5154.525	5165.960	5148.706	5164.962	2492	0	240
2026.03.05	00:00:00	5164.887	5179.689	5159.516	5173.516	3469	0	264
2026.03.05	00:30:00	5173.336	5177.328	5166.178	5172.317	3411	0	240
2026.03.05	01:00:00	5172.399	5186.591	5169.785	5177.301	6661	0	360
2026.03.05	01:30:00	5177.700	5180.119	5167.134	5172.645	8215	0	240
2026.03.05	02:00:00	5172.314	5188.161	5171.511	5183.856	5400	0	240
2026.03.05	02:30:00	5183.964	5192.414	5174.391	5192.075	5170	0	240
2026.03.05	03:00:00	5192.105	5194.839	5184.073	5185.108	3701	0	240
2026.03.05	03:30:00	5185.190	5190.809	5178.304	5180.042	3130	0	240
2026.03.05	04:00:00	5180.264	5186.656	5174.845	5178.194	2840	0	240
2026.03.05	04:30:00	5178.574	5179.962	5166.066	5171.568	2957	0	240
2026.03.05	05:00:00	5171.681	5176.586	5168.835	5172.354	2894	0	240
2026.03.05	05:30:00	5172.570	5174.117	5148.243	5148.650	5259	0	240
2026.03.05	06:00:00	5148.729	5155.045	5120.597	5142.866	10384	0	240
2026.03.05	06:30:00	5142.821	5168.550	5140.131	5167.416	5883	0	240
2026.03.05	07:00:00	5167.324	5172.855	5159.891	5166.221	5005	0	240
2026.03.05	07:30:00	5166.257	5166.973	5158.849	5162.047	5351	0	240
2026.03.05	08:00:00	5162.122	5162.368	5137.536	5144.187	6938	0	240
2026.03.05	08:30:00	5144.108	5169.975	5143.476	5165.435	4749	0	240
2026.03.05	09:00:00	5165.584	5180.239	5161.169	5169.640	8002	0	360
2026.03.05	09:30:00	5169.459	5169.679	5153.121	5161.015	5209	0	240
2026.03.05	10:00:00	5161.033	5161.033	5146.230	5156.189	4104	0	240
2026.03.05	10:30:00	5156.204	5167.351	5147.488	5164.312	4151	0	240
2026.03.05	11:00:00	5164.475	5167.957	5161.002	5162.850	3452	0	240
2026.03.05	11:30:00	5162.861	5165.056	5156.792	5163.469	3050	0	240
2026.03.05	12:00:00	5163.480	5171.500	5161.861	5162.021	3739	0	240
2026.03.05	12:30:00	5161.962	5167.780	5160.961	5162.641	3264	0	240
2026.03.05	13:00:00	5162.723	5163.995	5081.650	5121.359	19493	0	240
2026.03.05	13:30:00	5121.358	5137.863	5109.556	5117.944	10188	0	240
2026.03.05	14:00:00	5117.857	5129.737	5102.683	5120.358	11012	0	240
2026.03.05	14:30:00	5119.980	5123.745	5090.611	5102.162	22399	0	240
2026.03.05	15:00:00	5102.066	5119.747	5059.812	5086.166	24867	0	240
2026.03.05	15:30:00	5086.332	5103.022	5077.504	5102.457	14392	0	240
2026.03.05	16:00:00	5102.438	5104.463	5059.935	5063.744	12416	0	240
2026.03.05	16:30:00	5063.906	5081.242	5053.922	5077.590	12440	0	240
2026.03.05	17:00:00	5077.628	5089.338	5073.876	5075.246	9348	0	240
2026.03.05	17:30:00	5074.932	5077.359	5054.827	5062.937	13193	0	240
2026.03.05	18:00:00	5062.761	5075.825	5050.681	5070.985	11824	0	240
2026.03.05	18:30:00	5071.058	5085.427	5067.175	5069.449	7312	0	240
2026.03.05	19:00:00	5069.377	5081.349	5062.227	5066.856	7746	0	240
2026.03.05	19:30:00	5067.022	5070.545	5055.605	5065.808	8647	0	240
2026.03.05	20:00:00	5065.647	5094.508	5061.529	5080.722	10230	0	240
2026.03.05	20:30:00	5080.797	5082.590	5072.708	5076.482	8996	0	240
2026.03.05	21:00:00	5076.591	5084.103	5072.022	5080.539	3169	0	240
2026.03.05	21:30:00	5080.476	5085.138	5072.765	5083.291	2475	0	360
2026.03.05	23:00:00	5090.507	5096.623	5081.845	5091.183	2285	0	360
2026.03.05	23:30:00	5091.018	5101.860	5084.649	5086.266	3095	0	360
2026.03.06	00:00:00	5086.003	5092.363	5074.077	5090.560	4579	0	360
2026.03.06	00:30:00	5090.348	5092.068	5075.311	5084.345	4136	0	360
2026.03.06	01:00:00	5084.249	5088.753	5066.116	5085.648	8488	0	240
2026.03.06	01:30:00	5085.506	5143.888	5085.441	5134.811	9103	0	360
2026.03.06	02:00:00	5134.734	5138.303	5125.583	5128.757	5627	0	360
2026.03.06	02:30:00	5128.764	5131.925	5122.177	5126.183	4147	0	360
2026.03.06	03:00:00	5126.203	5141.275	5124.450	5136.666	3908	0	360
2026.03.06	03:30:00	5136.661	5137.830	5128.906	5130.911	2615	0	360
2026.03.06	04:00:00	5131.144	5136.129	5127.397	5129.676	2221	0	360
2026.03.06	04:30:00	5129.608	5135.690	5126.378	5127.458	2284	0	360
2026.03.06	05:00:00	5127.588	5129.884	5122.901	5129.582	2822	0	360
2026.03.06	05:30:00	5129.846	5130.009	5114.131	5117.260	4879	0	360
2026.03.06	06:00:00	5117.364	5122.972	5109.293	5120.156	3926	0	360
2026.03.06	06:30:00	5120.231	5122.876	5114.924	5115.525	3291	0	360
2026.03.06	07:00:00	5115.629	5119.632	5105.504	5114.648	3833	0	360
2026.03.06	07:30:00	5114.586	5120.654	5107.775	5119.370	3586	0	360
2026.03.06	08:00:00	5119.606	5123.189	5099.391	5100.621	4617	0	360
2026.03.06	08:30:00	5100.595	5113.308	5096.144	5108.501	3441	0	360
2026.03.06	09:00:00	5108.632	5109.269	5091.774	5098.894	4287	0	264
2026.03.06	09:30:00	5098.873	5103.802	5083.273	5085.507	5214	0	240
2026.03.06	10:00:00	5085.713	5092.950	5075.603	5087.195	5069	0	360
2026.03.06	10:30:00	5087.379	5092.701	5081.008	5091.007	4278	0	360
2026.03.06	11:00:00	5091.157	5098.115	5080.146	5094.626	4656	0	264
2026.03.06	11:30:00	5094.551	5099.529	5062.583	5076.719	5892	0	360
2026.03.06	12:00:00	5076.834	5096.318	5075.911	5088.358	5608	0	240
2026.03.06	12:30:00	5088.222	5096.687	5081.399	5083.242	4513	0	240
2026.03.06	13:00:00	5083.161	5088.704	5065.383	5083.200	10536	0	240
2026.03.06	13:30:00	5083.067	5130.578	5073.629	5084.852	22301	0	360
2026.03.06	14:00:00	5084.761	5109.161	5080.810	5104.223	11212	0	360
2026.03.06	14:30:00	5104.599	5131.836	5084.275	5129.953	25218	0	360
2026.03.06	15:00:00	5130.029	5171.566	5127.761	5161.588	21428	0	360
2026.03.06	15:30:00	5161.473	5166.479	5134.343	5141.831	13968	0	360
2026.03.06	16:00:00	5141.855	5152.922	5135.805	5142.194	9845	0	360
2026.03.06	16:30:00	5142.281	5148.031	5125.796	5139.932	9480	0	360
2026.03.06	17:00:00	5140.020	5145.314	5128.813	5141.889	8676	0	360
2026.03.06	17:30:00	5142.065	5152.373	5132.668	5140.760	6148	0	360
2026.03.06	18:00:00	5140.457	5151.066	5138.456	5150.321	6260	0	360
2026.03.06	18:30:00	5150.180	5167.698	5148.766	5160.895	4892	0	360
2026.03.06	19:00:00	5161.113	5174.626	5160.431	5165.143	4964	0	360
2026.03.06	19:30:00	5165.078	5167.817	5156.472	5159.805	4526	0	360
2026.03.06	20:00:00	5159.882	5162.362	5152.570	5153.859	4698	0	360
2026.03.06	20:30:00	5153.941	5161.524	5149.337	5153.439	5871	0	360
2026.03.06	21:00:00	5153.350	5170.389	5150.982	5168.302	3315	0	360
2026.03.06	21:30:00	5168.307	5176.565	5166.316	5174.067	2538	0	360
2026.03.08	22:00:00	5178.794	5180.123	5122.207	5155.445	11402	0	500
2026.03.08	22:30:00	5155.581	5164.336	5103.670	5130.055	10111	0	360
2026.03.08	23:00:00	5130.045	5135.547	5093.630	5104.443	7810	0	360
2026.03.08	23:30:00	5104.380	5105.139	5044.202	5075.425	11518	0	240
2026.03.09	00:00:00	5075.827	5080.578	5028.300	5045.803	15815	0	360
2026.03.09	00:30:00	5045.691	5060.119	5033.717	5049.845	11785	0	360
2026.03.09	01:00:00	5049.760	5087.568	5014.424	5071.935	25686	0	360
2026.03.09	01:30:00	5071.822	5086.122	5064.796	5070.175	11187	0	360
2026.03.09	02:00:00	5070.201	5095.207	5055.377	5077.573	10375	0	360
2026.03.09	02:30:00	5077.496	5099.068	5076.161	5094.899	9637	0	360
2026.03.09	03:00:00	5094.721	5102.437	5084.109	5084.109	6980	0	360
2026.03.09	03:30:00	5083.954	5093.887	5081.608	5091.193	4947	0	360
2026.03.09	04:00:00	5091.088	5097.132	5086.873	5089.097	3696	0	360
2026.03.09	04:30:00	5089.178	5093.063	5085.185	5089.946	3476	0	360
2026.03.09	05:00:00	5090.084	5103.910	5080.803	5095.510	6952	0	360
2026.03.09	05:30:00	5095.380	5140.456	5092.133	5124.366	10626	0	360
2026.03.09	06:00:00	5124.291	5133.925	5118.837	5126.183	8500	0	360
2026.03.09	06:30:00	5126.309	5129.571	5096.942	5097.592	7484	0	360
2026.03.09	07:00:00	5097.771	5106.660	5088.424	5106.362	6722	0	360
2026.03.09	07:30:00	5106.287	5107.507	5093.431	5098.766	5849	0	360
2026.03.09	08:00:00	5098.658	5110.604	5090.566	5091.600	7198	0	360
2026.03.09	08:30:00	5091.509	5102.496	5086.938	5096.585	6420	0	360
2026.03.09	09:00:00	5096.469	5126.649	5094.960	5125.199	6176	0	360
2026.03.09	09:30:00	5125.085	5132.423	5096.221	5104.995	7557	0	360
2026.03.09	10:00:00	5105.070	5111.074	5098.088	5099.540	4710	0	360
2026.03.09	10:30:00	5099.603	5099.924	5083.799	5087.217	6899	0	360
2026.03.09	11:00:00	5087.361	5097.124	5079.336	5085.470	5960	0	360
2026.03.09	11:30:00	5085.544	5094.557	5082.218	5088.049	4806	0	360
2026.03.09	12:00:00	5088.117	5109.991	5088.011	5109.163	4996	0	360
2026.03.09	12:30:00	5109.241	5111.908	5093.154	5094.974	4562	0	264
2026.03.09	13:00:00	5095.058	5099.059	5084.312	5094.866	7623	0	360
2026.03.09	13:30:00	5094.792	5111.311	5067.220	5074.123	17399	0	360
2026.03.09	14:00:00	5074.041	5088.303	5060.757	5081.449	17395	0	360
2026.03.09	14:30:00	5081.375	5116.003	5079.817	5093.958	11283	0	240
2026.03.09	15:00:00	5093.855	5100.168	5079.527	5099.666	9682	0	360
2026.03.09	15:30:00	5099.452	5103.469	5093.101	5099.682	5939	0	360
2026.03.09	16:00:00	5099.610	5109.354	5094.620	5103.812	5373	0	240
2026.03.09	16:30:00	5103.983	5110.471	5102.600	5104.587	4528	0	360
2026.03.09	17:00:00	5104.644	5106.743	5091.153	5095.158	4930	0	360
2026.03.09	17:30:00	5095.236	5099.578	5088.931	5096.069	4493	0	240
2026.03.09	18:00:00	5096.142	5107.000	5092.415	5105.226	3655	0	240
2026.03.09	18:30:00	5105.055	5126.337	5104.198	5122.996	4329	0	360
2026.03.09	19:00:00	5123.152	5143.777	5118.435	5139.533	7154	0	360
2026.03.09	19:30:00	5139.616	5143.992	5125.040	5140.895	9093	0	360
2026.03.09	20:00:00	5141.112	5147.970	5134.301	5139.100	3755	0	360
2026.03.09	20:30:00	5139.100	5140.573	5133.959	5137.448	3056	0	360
2026.03.09	22:00:00	5148.262	5149.647	5117.698	5132.084	4328	0	360
